name,article,date,views
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-14,285
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-15,385
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-16,403
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-17,308
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-18,287
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-19,306
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-20,186
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-21,247
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-22,258
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-23,303
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-24,277
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-25,345
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-26,428
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-27,334
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-28,275
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-29,342
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-30,326
Alton Sterling,Shooting_of_Alton_Sterling,2018-01-31,301
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-01,308
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-02,326
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-03,232
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-04,261
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-05,339
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-06,411
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-07,346
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-08,351
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-09,289
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-10,271
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-11,257
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-12,310
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-13,331
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-14,313
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-15,434
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-16,453
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-17,333
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-18,384
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-19,366
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-20,381
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-21,375
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-22,440
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-23,561
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-24,390
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-25,366
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-26,460
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-27,440
Alton Sterling,Shooting_of_Alton_Sterling,2018-02-28,431
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-01,349
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-02,335
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-03,341
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-04,487
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-05,508
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-06,402
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-07,361
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-08,410
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-09,350
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-10,268
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-11,317
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-12,418
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-13,380
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-14,401
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-15,384
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-16,341
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-17,306
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-18,296
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-19,403
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-20,420
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-21,460
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-22,545
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-23,752
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-24,338
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-25,350
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-26,596
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-27,50704
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-28,24588
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-29,6802
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-30,8381
Alton Sterling,Shooting_of_Alton_Sterling,2018-03-31,36120
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-01,8921
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-02,4258
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-03,2177
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-04,1479
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-05,1438
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-06,1115
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-07,757
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-08,814
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-09,735
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-10,683
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-11,677
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-12,727
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-13,602
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-14,520
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-15,510
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-16,674
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-17,715
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-18,663
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-19,607
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-20,460
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-21,373
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-22,424
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-23,519
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-24,652
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-25,681
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-26,532
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-27,436
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-28,346
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-29,436
Alton Sterling,Shooting_of_Alton_Sterling,2018-04-30,524
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-01,521
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-02,570
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-03,497
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-04,398
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-05,304
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-06,346
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-07,455
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-08,450
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-09,423
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-10,467
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-11,453
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-12,316
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-13,326
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-14,369
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-15,470
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-16,419
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-17,431
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-18,388
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-19,297
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-20,361
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-21,406
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-22,418
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-23,434
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-24,609
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-25,526
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-26,334
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-27,320
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-28,439
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-29,395
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-30,432
Alton Sterling,Shooting_of_Alton_Sterling,2018-05-31,404
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-01,352
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-02,295
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-03,302
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-04,384
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-05,410
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-06,372
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-07,390
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-08,340
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-09,245
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-10,263
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-11,304
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-12,331
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-13,343
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-14,322
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-15,240
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-16,236
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-17,225
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-18,268
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-19,393
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-20,293
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-21,277
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-22,282
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-23,396
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-24,514
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-25,365
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-26,356
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-27,317
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-28,282
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-29,347
Alton Sterling,Shooting_of_Alton_Sterling,2018-06-30,335
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-01,298
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-02,324
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-03,267
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-04,284
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-05,469
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-06,537
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-07,521
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-08,464
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-09,365
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-10,278
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-11,332
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-12,276
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-13,277
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-14,214
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-15,249
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-16,285
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-17,349
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-18,336
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-19,309
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-20,222
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-21,203
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-22,262
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-23,270
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-24,272
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-25,301
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-26,420
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-27,366
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-28,303
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-29,263
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-30,317
Alton Sterling,Shooting_of_Alton_Sterling,2018-07-31,320
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-01,273
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-02,239
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-03,245
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-04,271
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-05,704
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-06,512
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-07,383
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-08,273
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-09,310
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-10,339
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-11,287
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-12,314
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-13,311
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-14,305
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-15,220
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-16,252
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-17,266
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-18,238
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-19,265
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-20,250
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-21,255
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-22,270
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-23,269
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-24,266
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-25,253
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-26,230
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-27,288
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-28,372
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-29,498
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-30,433
Alton Sterling,Shooting_of_Alton_Sterling,2018-08-31,283
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-01,199
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-02,220
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-03,258
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-04,474
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-05,654
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-06,548
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-07,514
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-08,425
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-09,479
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-10,565
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-11,524
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-12,473
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-13,417
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-14,367
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-15,266
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-16,264
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-17,311
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-18,579
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-19,355
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-20,336
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-21,347
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-22,263
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-23,230
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-24,333
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-25,356
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-26,304
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-27,357
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-28,314
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-29,263
Alton Sterling,Shooting_of_Alton_Sterling,2018-09-30,261
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-01,267
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-02,269
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-03,318
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-04,356
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-05,466
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-06,329
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-07,270
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-08,321
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-09,269
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-10,272
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-11,320
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-12,239
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-13,194
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-14,230
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-15,325
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-16,301
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-17,383
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-18,298
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-19,294
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-20,186
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-21,285
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-22,280
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-23,332
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-24,306
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-25,292
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-26,251
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-27,238
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-28,262
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-29,334
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-30,348
Alton Sterling,Shooting_of_Alton_Sterling,2018-10-31,257
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-01,272
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-02,279
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-03,208
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-04,228
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-05,268
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-06,278
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-07,300
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-08,336
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-09,290
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-10,205
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-11,226
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-12,307
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-13,291
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-14,350
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-15,394
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-16,266
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-17,184
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-18,413
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-19,280
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-20,238
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-21,195
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-22,205
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-23,197
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-24,225
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-25,245
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-26,328
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-27,327
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-28,366
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-29,341
Alton Sterling,Shooting_of_Alton_Sterling,2018-11-30,277
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-01,213
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-02,227
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-03,322
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-04,314
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-05,316
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-06,299
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-07,287
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-08,182
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-09,252
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-10,287
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-11,297
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-12,289
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-13,935
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-14,2408
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-15,1689
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-16,813
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-17,450
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-18,320
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-19,400
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-20,297
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-21,221
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-22,183
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-23,179
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-24,148
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-25,144
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-26,161
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-27,169
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-28,177
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-29,191
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-30,202
Alton Sterling,Shooting_of_Alton_Sterling,2018-12-31,179
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-01,170
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-02,210
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-03,196
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-04,220
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-05,207
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-06,228
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-07,220
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-08,263
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-09,211
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-10,275
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-11,240
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-12,209
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-13,268
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-14,253
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-15,251
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-16,300
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-17,399
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-18,268
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-19,217
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-20,220
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-21,298
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-22,299
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-23,326
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-24,301
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-25,552
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-26,250
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-27,267
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-28,374
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-29,322
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-30,363
Alton Sterling,Shooting_of_Alton_Sterling,2019-01-31,287
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-01,241
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-02,231
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-03,253
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-04,385
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-05,355
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-06,354
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-07,338
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-08,338
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-09,331
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-10,260
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-11,348
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-12,341
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-13,1018
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-14,344
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-15,256
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-16,265
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-17,283
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-18,269
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-19,265
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-20,366
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-21,326
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-22,431
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-23,266
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-24,278
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-25,356
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-26,286
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-27,294
Alton Sterling,Shooting_of_Alton_Sterling,2019-02-28,272
Alton Sterling,Shooting_of_Alton_Sterling,2019-03-01,256
Alton Sterling,Shooting_of_Alton_Sterling,2019-03-02,167
Alton Sterling,Shooting_of_Alton_Sterling,2019-03-03,250
Alton Sterling,Shooting_of_Alton_Sterling,2019-03-04,254
Alton Sterling,Shooting_of_Alton_Sterling,2019-03-05,332
Alton Sterling,Shooting_of_Alton_Sterling,2019-03-06,324
Alton Sterling,Shooting_of_Alton_Sterling,2019-03-07,308
Alton Sterling,Shooting_of_Alton_Sterling,2019-03-08,292
Alton Sterling,Shooting_of_Alton_Sterling,2019-03-09,210
Alton Sterling,Shooting_of_Alton_Sterling,2019-03-10,290
Alton Sterling,Shooting_of_Alton_Sterling,2019-03-11,309
Alton Sterling,Shooting_of_Alton_Sterling,2019-03-12,295
