article,title,days,views,first,last,created
Abdul_Razak_Ali_Artan,Abdul_Razak_Ali_Artan,2123,2989,2016-11-28,2024-12-31,2016-11-28
Alvin_Cole,Alvin_Cole,753,942,2020-10-12,2024-12-31,2020-10-12
Daniel_Prude,Daniel_Prude,1476,5905,2020-09-03,2024-12-31,2020-09-03
Death_of_Anthony_Baez,Death_of_Anthony_Baez,1358,15977,2021-04-14,2024-12-31,2006-08-30
Death_of_Anthony_Baez,"Baez,_Anthony",341,62,2018-07-06,2024-12-16,2018-07-06
Death_of_Anthony_Baez,Anthony_Baez,3469,75843,2015-07-01,2024-12-31,2021-04-14
Death_of_Jonathan_Sanders,Death_of_Jonathan_Sanders,3442,58890,2015-07-31,2024-12-31,2015-07-31
Death_of_Jonathan_Sanders,Jonathan_Sanders,1307,1582,2015-10-15,2024-12-31,2020-05-29
Death_of_Jonathan_Sanders,Killing_of_Jonathan_Sanders,69,24,2020-12-31,2024-12-12,2020-12-31
Death_of_Keenan_Anderson,Death_of_Keenan_Anderson,719,169594,2023-01-13,2024-12-31,2023-01-13
Death_of_Keenan_Anderson,Draft:Death_of_Keenan_Anderson,32,113,2023-01-13,2024-11-12,2023-01-13
Death_of_Keenan_Anderson,Keenan_Anderson,675,5164,2023-01-13,2024-12-31,2023-01-13
Death_of_Keenan_Anderson,Keenan_Darnell_Anderson,70,18,2023-01-13,2024-12-29,2023-01-13
Death_of_Mario_Gonzalez,Death_of_Mario_Gonzalez,1274,18200,2021-07-07,2024-12-31,2021-04-28
Death_of_Mario_Gonzalez,Mario_Arenales_Gonzalez,165,93,2021-04-30,2024-12-27,2021-04-30
Death_of_Mario_Gonzalez,Killing_of_Mario_Gonzalez,1192,14902,2021-04-28,2024-12-31,2021-07-07
Death_of_Mario_Gonzalez,Mario_Gonzalez_(construction_worker),566,299,2022-02-01,2024-12-31,2022-02-01
Death_of_Marvin_Scott,Death_of_Marvin_Scott,1373,16727,2021-03-28,2024-12-31,2021-03-28
Death_of_Marvin_Scott,Marvin_Scott_III,584,473,2021-03-21,2024-12-31,2021-03-21
Death_of_Marvin_Scott,Marvin_David_Scott_III,84,30,2021-03-21,2024-12-19,2021-03-21
Death_of_Marvin_Scott,Marvin_David_Scott,88,27,2021-03-21,2024-12-20,2021-03-21
Death_of_Michael_Stewart,Death_of_Michael_Stewart,3472,430368,2015-07-01,2024-12-31,2006-10-30
Death_of_Michael_Stewart,Michael_Stewart_(graffiti_writer),1659,1211,2015-07-01,2024-12-26,2008-06-15
Death_of_Michael_Stewart,Michael_Stewart_(Vandal),396,73,2015-07-01,2024-12-03,2009-08-19
Death_of_Michael_Stewart,Michael_Stewart_(graffiti_artist),3470,32094,2015-07-01,2024-12-31,2014-08-25
Death_of_Michael_Stewart,Michael_Jerome_Stewart,244,97,2018-09-15,2024-12-30,2018-09-15
Death_of_Michael_Stewart,Michael_J._Stewart,233,46,2018-09-15,2024-12-18,2018-09-15
Death_of_Natasha_McKenna,Death_of_Natasha_McKenna,1661,53053,2020-06-15,2024-12-31,2015-10-30
Death_of_Natasha_McKenna,Natasha_McKenna,3315,136493,2015-10-30,2024-12-31,2020-06-15
Death_of_Sandra_Bland,Death_of_Sandra_Bland,3452,6663188,2015-07-21,2024-12-31,2015-07-21
Death_of_Sandra_Bland,Sandra_Bland,3452,145450,2015-07-21,2024-12-31,2015-07-21
Death_of_Sandra_Bland,Suicide_of_Sandra_Bland,258,147,2019-02-13,2024-12-31,2019-02-13
Death_of_Tamla_Horsford,Death_of_Tamla_Horsford,1657,1460498,2020-06-19,2024-12-31,2020-06-19
Death_of_Tamla_Horsford,Tamla_Horsford,700,654,2022-01-06,2024-12-30,2022-01-06
Death_of_Tyrone_West,Death_of_Tyrone_West,2759,45435,2017-06-12,2024-12-31,2017-06-12
Death_of_Tyrone_West,Tyrone_West,1166,674,2015-07-04,2024-12-23,2006-01-19
Elijah_McClain,Elijah_McClain,1653,30087,2020-06-22,2024-12-31,2020-06-22
Eric_Garner,Eric_Garner,3472,280937,2015-07-01,2024-12-31,2014-07-20
Freddie_Gray,Freddie_Gray,3464,91238,2015-07-01,2024-12-31,2015-04-22
George_Floyd,George_Floyd,3408,14273271,2015-07-02,2024-12-31,2020-06-04
George_Floyd,"Floyd,_George",502,2153,2019-06-25,2024-12-31,2019-06-25
George_Floyd,George_Floyd_(rapper),405,462,2020-05-29,2024-12-11,2020-05-29
George_Floyd,George_Floyd_(died_2020),151,125,2020-05-29,2024-12-09,2020-05-29
George_Floyd,Big_Floyd,839,20596,2020-05-30,2024-12-31,2020-05-30
George_Floyd,George_Floyd_(detainee),171,134,2020-05-30,2024-12-22,2020-05-30
George_Floyd,George_Floyd_(Detainee),273,449,2020-05-30,2024-12-09,2020-05-30
George_Floyd,George_Perry_Floyd,519,2005,2020-06-01,2024-12-25,2020-06-01
George_Floyd,Geroge_Floyd,1002,2866,2020-06-03,2024-12-31,2020-06-03
George_Floyd,Draft:George_Floyd,613,328,2020-05-31,2024-12-31,2020-06-04
George_Floyd,George_Perry_Floyd_Jr.,304,158,2020-06-22,2024-12-16,2020-06-26
George_Floyd,George_P._Floyd,125,55,2020-07-06,2024-12-04,2020-07-06
George_Floyd,George_floyd,1533,53211,2020-10-21,2024-12-31,2020-10-21
George_Floyd,Perry_floyd,73,53,2021-05-26,2024-12-25,2021-05-26
George_Floyd,George_Floid,84,36,2023-10-22,2024-12-11,2023-10-22
Jonathan_Sanders,Jonathan_Sanders,1307,1582,2015-10-15,2024-12-31,2020-05-29
Kevin_Mullins,Kevin_Mullins,102,16662,2024-09-20,2024-12-31,2024-09-20
Killing_of_Akai_Gurley,Killing_of_Akai_Gurley,1149,54488,2021-11-09,2024-12-31,2014-12-10
Killing_of_Akai_Gurley,Akai_Gurley,3257,18499,2015-07-01,2024-12-31,2014-12-08
Killing_of_Akai_Gurley,Akai_Gurley_shooting,259,77,2015-07-15,2024-12-28,2014-12-15
Killing_of_Akai_Gurley,Shooting_of_Akai_Gurley,3472,509343,2015-07-01,2024-12-31,2021-11-09
Killing_of_Alfred_Olango,Killing_of_Alfred_Olango,1345,8934,2021-04-27,2024-12-31,2016-09-27
Killing_of_Alfred_Olango,Alfred_Olango,1343,2346,2016-09-28,2024-12-31,2016-09-29
Killing_of_Alfred_Olango,Shooting_of_Alfred_Olango,2951,38553,2016-09-29,2024-12-31,2021-04-27
Killing_of_Alton_Sterling,Killing_of_Alton_Sterling,1183,128855,2021-04-25,2024-12-31,2016-07-06
Killing_of_Alton_Sterling,Alton_Sterling,3101,68683,2016-07-06,2024-12-31,2016-07-07
Killing_of_Alton_Sterling,Alton_sterling,2278,24525,2016-07-06,2024-12-26,2016-07-07
Killing_of_Alton_Sterling,Murder_of_Alton_Sterling,495,149,2016-07-08,2024-12-31,2016-07-08
Killing_of_Alton_Sterling,Elton_Sterling,117,24,2020-09-11,2024-12-27,2020-09-11
Killing_of_Alton_Sterling,Shooting_of_Elton_Sterling,93,22,2020-09-11,2024-12-25,2020-09-11
Killing_of_Alton_Sterling,Shooting_of_Alton_Sterling,3101,1861004,2016-07-06,2024-12-31,2021-04-25
Killing_of_Alvin_Cole,Killing_of_Alvin_Cole,1518,25602,2020-11-05,2024-12-31,2020-10-11
Killing_of_Alvin_Cole,Alvin_Cole,753,942,2020-10-12,2024-12-31,2020-10-12
Killing_of_Alvin_Cole,Shooting_of_Alvin_Cole,1270,11741,2020-10-11,2024-12-31,2020-11-05
Killing_of_Amadou_Diallo,Killing_of_Amadou_Diallo,1077,449089,2022-01-20,2024-12-31,2003-08-21
Killing_of_Amadou_Diallo,Amadou_Dialou,1364,1617,2015-07-01,2024-12-31,2002-04-11
Killing_of_Amadou_Diallo,Amadou_Bailo_Diallo,3286,7997,2015-07-01,2024-12-31,2005-07-25
Killing_of_Amadou_Diallo,Amadou_Diallo_(shooting_victim),2763,3780,2015-07-01,2024-12-31,2003-12-15
Killing_of_Amadou_Diallo,Amadaou_diallo,731,336,2015-07-01,2024-12-31,2006-04-23
Killing_of_Amadou_Diallo,Amadu_diallo,921,680,2015-07-01,2024-12-31,2006-04-23
Killing_of_Amadou_Diallo,Kadiatou_Diallo,2069,2338,2015-07-01,2024-12-30,2006-11-28
Killing_of_Amadou_Diallo,Amadou_dialo,514,245,2015-07-01,2024-12-31,2006-12-01
Killing_of_Amadou_Diallo,Amadou_Dialo,627,211,2015-07-01,2024-12-31,2007-03-10
Killing_of_Amadou_Diallo,Amadou_Diallo,3472,316262,2015-07-01,2024-12-31,2010-08-20
Killing_of_Amadou_Diallo,Diallo_Shooting,925,486,2015-07-02,2024-12-31,2012-12-13
Killing_of_Amadou_Diallo,Amadou_Diallo_shooting,3472,167390,2015-07-01,2024-12-31,2013-10-28
Killing_of_Amadou_Diallo,Amadu_Diallo,937,768,2018-08-12,2024-12-31,2018-08-12
Killing_of_Amadou_Diallo,Shooting_of_Amadou_Diallo,3472,1820881,2015-07-01,2024-12-31,2022-01-20
Killing_of_Amadou_Diallo,Death_of_Amadou_Diallo,21,4,2023-01-31,2024-12-18,2023-01-31
Killing_of_Amir_Locke,Killing_of_Amir_Locke,1062,201123,2022-02-04,2024-12-31,2022-02-04
Killing_of_Amir_Locke,Amir_Locke,1046,6352,2022-02-04,2024-12-31,2022-02-04
Killing_of_Amir_Locke,Draft:Killing_of_Amir_Locke,134,137,2022-02-05,2024-12-28,2022-02-05
Killing_of_Amir_Locke,Amir_Lock,205,271,2022-02-07,2024-12-25,2022-02-07
Killing_of_Andres_Guardado,Killing_of_Andres_Guardado,1656,130570,2020-06-20,2024-12-31,2020-06-20
Killing_of_Andres_Guardado,Killing_of_Andrés_Guardado,212,43,2020-06-22,2024-12-31,2020-06-22
Killing_of_Andres_Guardado,Andrés_Guardado_(security_guard),856,352,2020-06-22,2024-12-31,2020-06-22
Killing_of_Andres_Guardado,Shooting_of_andres_guardado,93,33,2020-09-03,2024-12-24,2020-09-03
Killing_of_Andrew_Brown_Jr.,Killing_of_Andrew_Brown_Jr.,1346,117814,2021-04-26,2024-12-31,2021-04-25
Killing_of_Andrew_Brown_Jr.,"Andrew_Brown,_Jr.",409,189,2021-04-22,2024-12-31,2021-04-22
Killing_of_Andrew_Brown_Jr.,Andrew_Brown_Jr.,188,261,2021-04-22,2024-12-29,2021-04-22
Killing_of_Andrew_Brown_Jr.,Andrew_Brown_Jr,394,1421,2021-04-22,2024-12-29,2021-04-22
Killing_of_Andrew_Brown_Jr.,Death_of_Andrew_Brown_Jr.,113,28,2021-04-22,2024-12-29,2021-04-22
Killing_of_Andrew_Brown_Jr.,Murder_of_Andrew_Brown_Jr.,90,58,2021-04-26,2024-12-31,2021-04-26
Killing_of_Andrew_Brown_Jr.,Shooting_of_Andrew_Brown_Jr.,870,5371,2021-04-25,2024-12-29,2021-04-26
Killing_of_Angelo_Quinto,Killing_of_Angelo_Quinto,1404,15299,2021-02-26,2024-12-31,2021-02-26
Killing_of_Angelo_Quinto,Angelo_Quinto,918,1278,2021-02-26,2024-12-31,2021-02-26
Killing_of_Anthony_Hill,Killing_of_Anthony_Hill,1046,14671,2022-02-20,2024-12-31,2016-01-22
Killing_of_Anthony_Hill,Anthony_Hill_shooting,395,166,2016-01-23,2024-12-31,2016-01-23
Killing_of_Anthony_Hill,Anthony_Hill_(shooting_victim),758,747,2022-01-02,2024-12-31,2022-01-02
Killing_of_Anthony_Hill,Shooting_of_Anthony_Hill,3248,124965,2016-01-22,2024-12-31,2022-02-20
Killing_of_Anthony_Weber,Killing_of_Anthony_Weber,1043,3023,2022-02-20,2024-12-31,2018-02-25
Killing_of_Anthony_Weber,Anthony_Weber_(shooting_victim),482,312,2022-01-05,2024-12-30,2022-01-05
Killing_of_Anthony_Weber,Shooting_of_Anthony_Weber,2189,15203,2018-02-24,2024-12-31,2022-02-20
Killing_of_Antonio_Martin,Killing_of_Antonio_Martin,1044,3842,2022-02-20,2024-12-31,2014-12-25
Killing_of_Antonio_Martin,Antonio_Martin_(shooting_victim),363,152,2022-01-02,2024-12-31,2022-01-02
Killing_of_Antonio_Martin,Shooting_of_Antonio_Martin,3451,58806,2015-07-01,2024-12-31,2022-02-20
Killing_of_Antonio_Zambrano-Montes,Killing_of_Antonio_Zambrano-Montes,1037,5110,2022-02-20,2024-12-31,2015-02-17
Killing_of_Antonio_Zambrano-Montes,Shooting_of_Antonio_Zambrano-Montes,3326,47460,2015-07-01,2024-12-30,2022-02-20
Killing_of_Antwon_Rose_Jr.,Killing_of_Antwon_Rose_Jr.,1114,34153,2020-12-31,2024-12-31,2018-06-21
Killing_of_Antwon_Rose_Jr.,Antwon_Rose,1027,2479,2018-06-21,2024-12-31,2018-06-21
Killing_of_Antwon_Rose_Jr.,Death_of_Antwon_Rose,228,67,2018-06-21,2024-12-03,2018-06-21
Killing_of_Antwon_Rose_Jr.,Killing_of_Antwon_Rose,228,53,2018-06-21,2024-12-25,2018-06-21
Killing_of_Antwon_Rose_Jr.,Shooting_of_Antwon_Rose,634,2345,2018-06-21,2024-12-27,2018-06-22
Killing_of_Antwon_Rose_Jr.,Antwon_Rose_Jr.,940,556,2020-05-29,2024-12-31,2020-05-29
Killing_of_Antwon_Rose_Jr.,Shooting_of_Antwon_Rose_Jr.,2385,813291,2018-06-22,2024-12-31,2022-02-20
Killing_of_Atatiana_Jefferson,Killing_of_Atatiana_Jefferson,1903,383446,2019-10-13,2024-12-31,2019-10-13
Killing_of_Atatiana_Jefferson,Atatiana_Jefferson,1409,4951,2019-10-13,2024-12-31,2019-10-13
Killing_of_Atatiana_Jefferson,Atatiana_Koquice_Jefferson,179,148,2019-10-14,2024-12-31,2019-10-14
Killing_of_Atatiana_Jefferson,Atatiana,524,477,2019-10-14,2024-12-31,2019-10-14
Killing_of_Atatiana_Jefferson,Atatiana_K._Jefferson,122,48,2019-10-15,2024-12-31,2019-10-15
Killing_of_Atatiana_Jefferson,Murder_of_Atatiana_Jefferson,151,82,2019-10-15,2024-12-31,2019-10-15
Killing_of_Atatiana_Jefferson,Shooting_of_Atatiana_Jefferson,1814,401726,2019-10-13,2024-12-31,2021-12-21
Killing_of_Breonna_Taylor,Killing_of_Breonna_Taylor,1671,1996247,2020-05-13,2024-12-31,2020-05-13
Killing_of_Breonna_Taylor,Murder_of_Breonna_Taylor,652,1726,2020-06-01,2024-12-31,2020-05-13
Killing_of_Breonna_Taylor,Shooting_of_Breonna_Taylor,1689,11584129,2020-05-13,2024-12-31,2020-05-13
Killing_of_Breonna_Taylor,Death_of_Breonna_Taylor,1681,1152770,2020-05-13,2024-12-31,2020-06-01
Killing_of_Breonna_Taylor,Arrest_the_cops_that_killed_Breonna_Taylor,1113,1947,2020-07-03,2024-12-31,2020-07-03
Killing_of_Carlos_Carson,Killing_of_Carlos_Carson,413,779,2023-11-12,2024-12-31,2020-06-20
Killing_of_Carlos_Carson,Shooting_of_Carlos_Carson,1606,4835,2020-06-20,2024-12-31,2023-11-12
Killing_of_Casey_Goodson,Killing_of_Casey_Goodson,203,188,2020-12-11,2024-12-11,2020-12-11
Killing_of_Casey_Goodson,Casey_Goodson,471,670,2020-12-12,2024-12-31,2020-12-12
Killing_of_Charley_Leundeu_Keunang,Killing_of_Charley_Leundeu_Keunang,1272,9735,2021-07-09,2024-12-31,2016-01-25
Killing_of_Charley_Leundeu_Keunang,Charley_Leundeu_Keunang,768,313,2016-01-25,2024-12-27,2016-01-25
Killing_of_Charley_Leundeu_Keunang,Charly_Keunang,262,93,2016-01-28,2024-12-23,2016-01-28
Killing_of_Charley_Leundeu_Keunang,Shooting_of_Charley_Leundeu_Keunang,3213,39421,2016-01-25,2024-12-31,2021-07-09
Killing_of_Christian_Hall,Killing_of_Christian_Hall,1408,26999,2021-02-23,2024-12-31,2021-02-23
Killing_of_Christian_Hall,Christian_Hall,1268,4291,2021-02-23,2024-12-31,2021-02-23
Killing_of_Corey_Jones,Killing_of_Corey_Jones,490,14705,2020-12-31,2024-12-31,2015-11-16
Killing_of_Corey_Jones,Corey_Jones_(musician),2781,9498,2015-11-16,2024-12-31,2015-11-18
Killing_of_Corey_Jones,Manslaughter_of_Corey_Jones,94,199,2021-11-26,2024-12-27,2021-11-28
Killing_of_Corey_Jones,Shooting_of_Corey_Jones,3332,634166,2015-11-18,2024-12-31,2023-11-12
Killing_of_Daniel_Hambrick,Killing_of_Daniel_Hambrick,1277,17479,2021-07-04,2024-12-31,2021-07-04
Killing_of_Daniel_Hambrick,Draft:Killing_of_Daniel_Hambrick,28,6,2021-07-04,2024-12-29,2021-07-04
Killing_of_Daniel_Hambrick,Daniel_Hambrick,105,194,2021-07-04,2024-12-30,2021-07-04
Killing_of_Daniel_Prude,Killing_of_Daniel_Prude,1581,312655,2020-09-03,2024-12-31,2020-09-03
Killing_of_Daniel_Prude,Daniel_Prude,1476,5905,2020-09-03,2024-12-31,2020-09-03
Killing_of_Daniel_Prude,Death_of_Daniel_Prude,935,1188,2020-09-05,2024-12-31,2020-09-05
Killing_of_Daunte_Wright,Killing_of_Daunte_Wright,1360,1615050,2021-04-12,2024-12-31,2021-04-12
Killing_of_Daunte_Wright,Daunte_Wright,1360,34932,2021-04-12,2024-12-31,2021-04-12
Killing_of_Daunte_Wright,User:EDG_543/Killing_of_Daunte_Wright,31,11,2021-04-12,2024-11-15,2021-04-12
Killing_of_Daunte_Wright,Dante_Wright,628,4468,2021-04-12,2024-12-29,2021-04-12
Killing_of_Daunte_Wright,Killing_of_Dante_Wright,244,912,2021-04-12,2024-12-21,2021-04-12
Killing_of_Daunte_Wright,Daunte_Wright_shooting,308,485,2021-04-12,2024-12-31,2021-04-12
Killing_of_Daunte_Wright,Murder_of_Daunte_Wright,182,344,2021-04-12,2024-12-31,2021-04-12
Killing_of_Daunte_Wright,Death_of_Daunte_Wright,655,114,2021-04-12,2024-12-25,2021-04-12
Killing_of_Daunte_Wright,Shooting_of_Daunte_Wright,749,1155,2021-04-13,2024-12-31,2021-04-13
Killing_of_Daunte_Wright,Duante_Wright,306,1446,2021-04-13,2024-12-31,2021-04-13
Killing_of_Daunte_Wright,Killing_of_Duante_Wright,273,139,2021-04-13,2024-12-25,2021-04-13
Killing_of_Daunte_Wright,Daunte_Demetrius_Wright,389,411,2021-04-14,2024-12-19,2021-04-14
