date,component,value
2017-08-14,gdelt_news,0.0382
2017-08-15,gdelt_news,0.0669
2017-08-16,gdelt_news,0.082
2017-08-17,gdelt_news,0.0824
2017-08-18,gdelt_news,0.1499
2017-08-19,gdelt_news,0.1248
2017-08-20,gdelt_news,0.2831
2017-08-21,gdelt_news,0.0703
2017-08-22,gdelt_news,0.0425
2017-08-23,gdelt_news,0.084
2017-08-24,gdelt_news,0.2808
2017-08-25,gdelt_news,0.0757
2017-08-26,gdelt_news,0.0564
2017-08-27,gdelt_news,0.0305
2017-08-28,gdelt_news,0.109
2017-08-29,gdelt_news,0.0506
2017-08-30,gdelt_news,0.0318
2017-08-31,gdelt_news,0.0436
2017-09-01,gdelt_news,0.0336
2017-09-02,gdelt_news,0.0428
2017-09-03,gdelt_news,0.0301
2017-09-04,gdelt_news,0.0309
2017-09-05,gdelt_news,0.0589
2017-09-06,gdelt_news,0.0439
2017-09-07,gdelt_news,0.0482
2017-09-08,gdelt_news,0.0475
2017-09-09,gdelt_news,0.0412
2017-09-10,gdelt_news,0.0559
2017-09-11,gdelt_news,0.0885
2017-09-12,gdelt_news,0.0569
2017-09-13,gdelt_news,0.0878
2017-09-14,gdelt_news,0.0615
2017-09-15,gdelt_news,0.1372
2017-09-16,gdelt_news,0.2526
2017-09-17,gdelt_news,0.0676
2017-09-18,gdelt_news,0.1075
2017-09-19,gdelt_news,0.225
2017-09-20,gdelt_news,0.076
2017-09-21,gdelt_news,0.0734
2017-09-22,gdelt_news,0.059
2017-09-23,gdelt_news,0.0877
2017-09-24,gdelt_news,0.2041
2017-09-25,gdelt_news,0.2208
2017-09-26,gdelt_news,0.24
2017-09-27,gdelt_news,0.2004
2017-09-28,gdelt_news,0.1369
2017-09-29,gdelt_news,0.1392
2017-09-30,gdelt_news,0.1438
2017-10-01,gdelt_news,0.273
2017-10-02,gdelt_news,0.2599
2017-10-03,gdelt_news,0.0844
2017-10-04,gdelt_news,0.074
2017-10-05,gdelt_news,0.0828
2017-10-06,gdelt_news,0.048
2017-10-07,gdelt_news,0.0772
2017-10-08,gdelt_news,0.1243
2017-10-09,gdelt_news,0.0898
2017-10-10,gdelt_news,0.1223
2017-10-11,gdelt_news,0.123
2017-10-12,gdelt_news,0.0914
2017-10-13,gdelt_news,0.0768
2017-10-14,gdelt_news,0.077
2017-10-15,gdelt_news,0.0769
2017-10-16,gdelt_news,0.1001
2017-10-17,gdelt_news,0.0705
2017-10-18,gdelt_news,0.0658
2017-10-19,gdelt_news,0.0541
2017-10-20,gdelt_news,0.068
2017-10-21,gdelt_news,0.0994
2017-10-22,gdelt_news,0.0567
2017-10-23,gdelt_news,0.0592
2017-10-24,gdelt_news,0.0331
2017-10-25,gdelt_news,0.0453
2017-10-26,gdelt_news,0.068
2017-10-27,gdelt_news,0.0542
2017-10-28,gdelt_news,0.0422
2017-10-29,gdelt_news,0.0614
2017-10-30,gdelt_news,0.0742
2017-10-31,gdelt_news,0.092
2017-11-01,gdelt_news,0.0821
2017-11-02,gdelt_news,0.1032
2017-11-03,gdelt_news,0.0745
2017-11-04,gdelt_news,0.0307
2017-11-05,gdelt_news,0.0911
2017-11-06,gdelt_news,0.1649
2017-11-07,gdelt_news,0.0569
2017-11-08,gdelt_news,0.0404
2017-11-09,gdelt_news,0.0482
2017-11-10,gdelt_news,0.103
2017-11-11,gdelt_news,0.0429
2017-11-12,gdelt_news,0.042
2017-11-13,gdelt_news,0.1158
2017-11-14,gdelt_news,0.1423
2017-11-15,gdelt_news,0.1156
2017-11-16,gdelt_news,0.0701
2017-11-17,gdelt_news,0.0706
2017-11-18,gdelt_news,0.0721
2017-11-19,gdelt_news,0.0791
2017-11-20,gdelt_news,0.0796
2017-11-21,gdelt_news,0.055
2017-11-22,gdelt_news,0.0639
2017-11-23,gdelt_news,0.0504
2017-11-24,gdelt_news,0.1243
2017-11-25,gdelt_news,0.2241
2017-11-26,gdelt_news,0.0302
2017-11-27,gdelt_news,0.0496
2017-11-28,gdelt_news,0.1058
2017-11-29,gdelt_news,0.104
2017-11-30,gdelt_news,0.0514
2017-12-03,gdelt_news,0.0253
2017-12-04,gdelt_news,0.0954
2017-12-05,gdelt_news,0.1046
2017-12-06,gdelt_news,0.1749
2017-12-07,gdelt_news,0.0589
2017-12-08,gdelt_news,0.0975
2017-12-09,gdelt_news,0.1589
2017-12-10,gdelt_news,0.0728
2017-12-11,gdelt_news,0.156
2017-12-12,gdelt_news,0.032
2017-12-13,gdelt_news,0.035
2017-12-14,gdelt_news,0.0373
2017-12-15,gdelt_news,0.0448
2017-12-16,gdelt_news,0.0495
2017-12-17,gdelt_news,0.0262
2017-12-18,gdelt_news,0.0433
2017-12-19,gdelt_news,0.0356
2017-12-20,gdelt_news,0.0278
2017-12-21,gdelt_news,0.028
2017-12-22,gdelt_news,0.0638
2017-12-23,gdelt_news,0.0331
2017-12-24,gdelt_news,0.1004
2017-12-25,gdelt_news,0.1031
2017-12-26,gdelt_news,0.0574
2017-12-27,gdelt_news,0.0481
2017-12-28,gdelt_news,0.095
2017-12-29,gdelt_news,0.1538
2017-12-30,gdelt_news,0.3422
2017-12-31,gdelt_news,0.1332
2018-01-01,gdelt_news,0.0902
2018-01-02,gdelt_news,0.0502
2018-01-03,gdelt_news,0.0861
2018-01-04,gdelt_news,0.1133
2018-01-05,gdelt_news,0.0711
